"ChEMBL ID";"Name";"UniProt Accessions";"Type";"Organism";"Compounds";"Activities";"Tax ID";"Species Group Flag"
"CHEMBL3553";"Tyrosine-protein kinase TYK2";"P29597";"SINGLE PROTEIN";"Homo sapiens";"3345";"4538";"9606";"False"
